# Audio data: 120064 samples
# Sample rate: 32000 Hz
# Sample width: 16 bits
# Format: sample_number, value
57478, 32768
57479, 33130
57480, 32768
57481, 33131
57482, 32768
57483, 33127
57484, 32768
57485, 33128
57486, 32768
57487, 33130
57488, 32768
57489, 33129
57490, 32768
57491, 33129
57492, 32768
57493, 33132
57494, 32768
57495, 33129
57496, 32768
57497, 33129
57498, 32768
57499, 33122
57500, 32768
57501, 33118
57502, 32768
57503, 33117
57504, 32768
57505, 33115
57506, 32768
57507, 33119
57508, 32768
57509, 33118
57510, 32768
57511, 33114
57512, 32768
57513, 33114
57514, 32768
57515, 33110
57516, 32768
57517, 33115
57518, 32768
57519, 33115
57520, 32768
57521, 33113
57522, 32768
57523, 33112
57524, 32768
57525, 33112
57526, 32768
57527, 33111
57528, 32768
57529, 33105
57530, 32768
57531, 33108
57532, 32768
57533, 33114
57534, 32768
57535, 33122
57536, 32768
57537, 33128
57538, 32768
57539, 33128
57540, 32768
57541, 33124
57542, 32768
57543, 33126
57544, 32768
57545, 33128
57546, 32768
57547, 33129
57548, 32768
57549, 33133
57550, 32768
57551, 33133
57552, 32768
57553, 33139
57554, 32768
57555, 33137
57556, 32768
57557, 33131
57558, 32768
57559, 33131
57560, 32768
57561, 33136
57562, 32768
57563, 33139
57564, 32768
57565, 33137
57566, 32768
57567, 33135
57568, 32768
57569, 33134
57570, 32768
57571, 33137
57572, 32768
57573, 33140
57574, 32768
57575, 33138
57576, 32768
57577, 33139
57578, 32768
57579, 33146
57580, 32768
57581, 33143
57582, 32768
57583, 33142
57584, 32768
57585, 33143
57586, 32768
57587, 33143
57588, 32768
57589, 33143
57590, 32768
57591, 33143
57592, 32768
57593, 33150
57594, 32768
57595, 33150
57596, 32768
57597, 33145
57598, 32768
57599, 33145
57600, 32768
57601, 33172
57602, 32768
57603, 33173
57604, 32768
57605, 33175
57606, 32768
57607, 33171
57608, 32768
57609, 33170
57610, 32768
57611, 33172
57612, 32768
57613, 33173
57614, 32768
57615, 33172
57616, 32768
57617, 33171
57618, 32768
57619, 33168
57620, 32768
57621, 33164
57622, 32768
57623, 33165
57624, 32768
57625, 33165
57626, 32768
57627, 33167
57628, 32768
57629, 33165
57630, 32768
57631, 33169
57632, 32768
57633, 33169
57634, 32768
57635, 33166
57636, 32768
57637, 33164
57638, 32768
57639, 33165
57640, 32768
57641, 33167
57642, 32768
57643, 33167
57644, 32768
57645, 33166
57646, 32768
57647, 33169
57648, 32768
57649, 33170
57650, 32768
57651, 33167
57652, 32768
57653, 33165
57654, 32768
57655, 33167
57656, 32768
57657, 33163
57658, 32768
57659, 33158
57660, 32768
57661, 33157
57662, 32768
57663, 33156
57664, 32768
57665, 33146
57666, 32768
57667, 33141
57668, 32768
57669, 33141
57670, 32768
57671, 33139
57672, 32768
57673, 33131
57674, 32768
57675, 33130
57676, 32768
57677, 33129
57678, 32768
57679, 33128
57680, 32768
57681, 33130
57682, 32768
57683, 33127
57684, 32768
57685, 33127
57686, 32768
57687, 33125
57688, 32768
57689, 33125
57690, 32768
57691, 33128
57692, 32768
57693, 33132
57694, 32768
57695, 33134
57696, 32768
57697, 33138
57698, 32768
57699, 33140
57700, 32768
57701, 33145
57702, 32768
57703, 33146
57704, 32768
57705, 33146
57706, 32768
57707, 33149
57708, 32768
57709, 33153
57710, 32768
57711, 33152
57712, 32768
57713, 33152
57714, 32768
57715, 33152
57716, 32768
57717, 33152
57718, 32768
57719, 33154
57720, 32768
57721, 33153
57722, 32768
57723, 33159
57724, 32768
57725, 33157
57726, 32768
57727, 33156
57728, 32768
57729, 33159
57730, 32768
57731, 33157
57732, 32768
57733, 33155
57734, 32768
57735, 33160
57736, 32768
57737, 33159
57738, 32768
57739, 33154
57740, 32768
57741, 33152
57742, 32768
57743, 33147
57744, 32768
57745, 33141
57746, 32768
57747, 33135
57748, 32768
57749, 33138
57750, 32768
57751, 33134
57752, 32768
57753, 33125
57754, 32768
57755, 33126
57756, 32768
57757, 33122
57758, 32768
57759, 33127
57760, 32768
57761, 33129
57762, 32768
57763, 33135
57764, 32768
57765, 33134
57766, 32768
57767, 33134
57768, 32768
57769, 33141
57770, 32768
57771, 33138
57772, 32768
57773, 33136
57774, 32768
57775, 33140
57776, 32768
57777, 33145
57778, 32768
57779, 33142
57780, 32768
57781, 33149
57782, 32768
57783, 33148
57784, 32768
57785, 33143
57786, 32768
57787, 33149
57788, 32768
57789, 33152
57790, 32768
57791, 33153
57792, 32768
57793, 33153
57794, 32768
57795, 33161
57796, 32768
57797, 33166
57798, 32768
57799, 33166
57800, 32768
57801, 33169
57802, 32768
57803, 33173
57804, 32768
57805, 33173
57806, 32768
57807, 33175
57808, 32768
57809, 33178
57810, 32768
57811, 33173
57812, 32768
57813, 33176
57814, 32768
57815, 33175
57816, 32768
57817, 33172
57818, 32768
57819, 33170
57820, 32768
57821, 33170
57822, 32768
57823, 33168
57824, 32768
57825, 33166
57826, 32768
57827, 33166
57828, 32768
57829, 33160
57830, 32768
57831, 33157
57832, 32768
57833, 33153
57834, 32768
57835, 33152
57836, 32768
57837, 33148
57838, 32768
57839, 33145
57840, 32768
57841, 33142
57842, 32768
57843, 33137
57844, 32768
57845, 33136
57846, 32768
57847, 33136
57848, 32768
57849, 33134
57850, 32768
57851, 33131
57852, 32768
57853, 33134
57854, 32768
57855, 33134
57856, 32768
57857, 33129
57858, 32768
57859, 33127
57860, 32768
57861, 33133
57862, 32768
57863, 33133
57864, 32768
57865, 33133
57866, 32768
57867, 33133
57868, 32768
57869, 33133
57870, 32768
57871, 33134
57872, 32768
57873, 33135
57874, 32768
57875, 33137
57876, 32768
57877, 33138
57878, 32768
57879, 33142
57880, 32768
57881, 33145
57882, 32768
57883, 33144
57884, 32768
57885, 33143
57886, 32768
57887, 33145
57888, 32768
57889, 33146
57890, 32768
57891, 33140
57892, 32768
57893, 33145
57894, 32768
57895, 33142
57896, 32768
57897, 33141
57898, 32768
57899, 33143
57900, 32768
57901, 33140
57902, 32768
57903, 33135
57904, 32768
57905, 33132
57906, 32768
57907, 33130
57908, 32768
57909, 33127
57910, 32768
57911, 33125
57912, 32768
57913, 33122
57914, 32768
57915, 33118
57916, 32768
57917, 33118
57918, 32768
57919, 33117
57920, 32768
57921, 33112
57922, 32768
57923, 33111
57924, 32768
57925, 33106
57926, 32768
57927, 33104
57928, 32768
57929, 33104
57930, 32768
57931, 33104
57932, 32768
57933, 33103
57934, 32768
57935, 33102
57936, 32768
57937, 33103
57938, 32768
57939, 33104
57940, 32768
57941, 33105
57942, 32768
57943, 33104
57944, 32768
57945, 33107
57946, 32768
57947, 33109
57948, 32768
57949, 33109
57950, 32768
57951, 33110
57952, 32768
57953, 33112
57954, 32768
57955, 33113
57956, 32768
57957, 33114
57958, 32768
57959, 33116
57960, 32768
57961, 33122
57962, 32768
57963, 33121
57964, 32768
57965, 33121
57966, 32768
57967, 33124
57968, 32768
57969, 33123
57970, 32768
57971, 33124
57972, 32768
57973, 33129
57974, 32768
57975, 33135
57976, 32768
57977, 33132
57978, 32768
57979, 33134
57980, 32768
57981, 33134
57982, 32768
57983, 33136
57984, 32768
57985, 33135
57986, 32768
57987, 33132
57988, 32768
57989, 33132
57990, 32768
57991, 33129
57992, 32768
57993, 33124
57994, 32768
57995, 33126
57996, 32768
57997, 33128
57998, 32768
57999, 33125
58000, 32768
58001, 33122
58002, 32768
58003, 33115
58004, 32768
58005, 33112
58006, 32768
58007, 33114
58008, 32768
58009, 33107
58010, 32768
58011, 33106
58012, 32768
58013, 33104
58014, 32768
58015, 33104
58016, 32768
58017, 33100
58018, 32768
58019, 33104
58020, 32768
58021, 33104
58022, 32768
58023, 33102
58024, 32768
58025, 33102
58026, 32768
58027, 33103
58028, 32768
58029, 33102
58030, 32768
58031, 33103
58032, 32768
58033, 33102
58034, 32768
58035, 33103
58036, 32768
58037, 33099
58038, 32768
58039, 33097
58040, 32768
58041, 33101
58042, 32768
58043, 33099
58044, 32768
58045, 33096
58046, 32768
58047, 33098
58048, 32768
58049, 33103
58050, 32768
58051, 33103
58052, 32768
58053, 33095
58054, 32768
58055, 33097
58056, 32768
58057, 33098
58058, 32768
58059, 33091
58060, 32768
58061, 33090
58062, 32768
58063, 33092
58064, 32768
58065, 33093
58066, 32768
58067, 33103
58068, 32768
58069, 33130
58070, 32768
58071, 33149
58072, 32768
58073, 33166
58074, 32768
58075, 33190
58076, 32768
58077, 33216
58078, 32768
58079, 33226
58080, 32768
58081, 33215
58082, 32768
58083, 33199
58084, 32768
58085, 33172
58086, 32768
58087, 33140
58088, 32768
58089, 33104
58090, 32768
58091, 33074
58092, 32768
58093, 33055
58094, 32768
58095, 33046
58096, 32768
58097, 33054
58098, 32768
58099, 33063
58100, 32768
58101, 33080
58102, 32768
58103, 33093
58104, 32768
58105, 33103
58106, 32768
58107, 33104
58108, 32768
58109, 33101
58110, 32768
58111, 33102
58112, 32768
58113, 33120
58114, 32768
58115, 33039
58116, 32768
58117, 33014
58118, 32768
58119, 33022
58120, 32768
58121, 33026
58122, 32768
58123, 32921
58124, 32768
58125, 32990
58126, 32768
58127, 33006
58128, 32768
58129, 33078
58130, 32768
58131, 33089
58132, 32768
58133, 33095
58134, 32768
58135, 33168
58136, 32768
58137, 33124
58138, 32768
58139, 33027
58140, 32768
58141, 33117
58142, 32768
58143, 33020
58144, 32768
58145, 32947
58146, 32768
58147, 33042
58148, 32768
58149, 32925
58150, 32768
58151, 32904
58152, 32768
58153, 33004
58154, 32768
58155, 32987
58156, 32768
58157, 33037
58158, 32768
58159, 33068
58160, 32768
58161, 33086
58162, 32768
58163, 33038
58164, 32768
58165, 33118
58166, 32768
58167, 33095
58168, 32768
58169, 33067
58170, 32768
58171, 33051
58172, 32768
58173, 33054
58174, 32768
58175, 33042
58176, 32768
58177, 32970
58178, 32768
58179, 33051
58180, 32768
58181, 32959
58182, 32768
58183, 33055
58184, 32768
58185, 33015
58186, 32768
58187, 33031
58188, 32768
58189, 33025
58190, 32768
58191, 33006
58192, 32768
58193, 33074
58194, 32768
58195, 33114
58196, 32768
58197, 33080
58198, 32768
58199, 33080
58200, 32768
58201, 33045
58202, 32768
58203, 33049
58204, 32768
58205, 33078
58206, 32768
58207, 33036
58208, 32768
58209, 33149
58210, 32768
58211, 33047
58212, 32768
58213, 33042
58214, 32768
58215, 33066
58216, 32768
58217, 33009
58218, 32768
58219, 33071
58220, 32768
58221, 33033
58222, 32768
58223, 33079
58224, 32768
58225, 33173
58226, 32768
58227, 33109
58228, 32768
58229, 33026
58230, 32768
58231, 33013
58232, 32768
58233, 32835
58234, 32768
58235, 32892
58236, 32768
58237, 33055
58238, 32768
58239, 33025
58240, 32768
58241, 33063
58242, 32768
58243, 32966
58244, 32768
58245, 32851
58246, 32768
58247, 32946
58248, 32768
58249, 33034
58250, 32768
58251, 33153
58252, 32768
58253, 33118
58254, 32768
58255, 33113
58256, 32768
58257, 33033
58258, 32768
58259, 33116
58260, 32768
58261, 33207
58262, 32768
58263, 33266
58264, 32768
58265, 33128
58266, 32768
58267, 33091
58268, 32768
58269, 32965
58270, 32768
58271, 32977
58272, 32768
58273, 33000
58274, 32768
58275, 33043
58276, 32768
58277, 32905
58278, 32768
58279, 32873
58280, 32768
58281, 33022
58282, 32768
58283, 32917
58284, 32768
58285, 33027
58286, 32768
58287, 33058
58288, 32768
58289, 32882
58290, 32768
58291, 32971
58292, 32768
58293, 33134
58294, 32768
58295, 33153
58296, 32768
58297, 33205
58298, 32768
58299, 33170
58300, 32768
58301, 32984
58302, 32768
58303, 33068
58304, 32768
58305, 33151
58306, 32768
58307, 33174
58308, 32768
58309, 33250
58310, 32768
58311, 33148
58312, 32768
58313, 33035
58314, 32768
58315, 32912
58316, 32768
58317, 32970
58318, 32768
58319, 33052
58320, 32768
58321, 33083
58322, 32768
58323, 33067
58324, 32768
58325, 33016
58326, 32768
58327, 32916
58328, 32768
58329, 32997
58330, 32768
58331, 33019
58332, 32768
58333, 33048
58334, 32768
58335, 33142
58336, 32768
58337, 33084
58338, 32768
58339, 33059
58340, 32768
58341, 33076
58342, 32768
58343, 33177
58344, 32768
58345, 33135
58346, 32768
58347, 33145
58348, 32768
58349, 33146
58350, 32768
58351, 33063
58352, 32768
58353, 33054
58354, 32768
58355, 33119
58356, 32768
58357, 33081
58358, 32768
58359, 33028
58360, 32768
58361, 33008
58362, 32768
58363, 32988
58364, 32768
58365, 33063
58366, 32768
58367, 33093
58368, 32768
58369, 33010
58370, 32768
58371, 33015
58372, 32768
58373, 33022
58374, 32768
58375, 33006
58376, 32768
58377, 33035
58378, 32768
58379, 33036
58380, 32768
58381, 33024
58382, 32768
58383, 33017
58384, 32768
58385, 33029
58386, 32768
58387, 33023
58388, 32768
58389, 33013
58390, 32768
58391, 33026
58392, 32768
58393, 33009
58394, 32768
58395, 33006
58396, 32768
58397, 32997
58398, 32768
58399, 33007
58400, 32768
58401, 33031
58402, 32768
58403, 32999
58404, 32768
58405, 32996
58406, 32768
58407, 33014
58408, 32768
58409, 33002
58410, 32768
58411, 33005
58412, 32768
58413, 33016
58414, 32768
58415, 32996
58416, 32768
58417, 32987
58418, 32768
58419, 32989
58420, 32768
58421, 32981
58422, 32768
58423, 33007
58424, 32768
58425, 33005
58426, 32768
58427, 32997
58428, 32768
58429, 32992
58430, 32768
58431, 33005
58432, 32768
58433, 32981
58434, 32768
58435, 33008
58436, 32768
58437, 33026
58438, 32768
58439, 32997
58440, 32768
58441, 33017
58442, 32768
58443, 32983
58444, 32768
58445, 32992
58446, 32768
58447, 33016
58448, 32768
58449, 33002
58450, 32768
58451, 33010
58452, 32768
58453, 32985
58454, 32768
58455, 33002
58456, 32768
58457, 32984
58458, 32768
58459, 32975
58460, 32768
58461, 32993
58462, 32768
58463, 32988
58464, 32768
58465, 32941
58466, 32768
58467, 32956
58468, 32768
58469, 32952
58470, 32768
58471, 32929
58472, 32768
58473, 32954
58474, 32768
58475, 32932
58476, 32768
58477, 32949
58478, 32768
58479, 32932
58480, 32768
58481, 32953
58482, 32768
58483, 32944
58484, 32768
58485, 32921
58486, 32768
58487, 32925
58488, 32768
58489, 32901
58490, 32768
58491, 32917
58492, 32768
58493, 32899
58494, 32768
58495, 32925
58496, 32768
58497, 32898
58498, 32768
58499, 32905
58500, 32768
58501, 32913
58502, 32768
58503, 32910
58504, 32768
58505, 32926
58506, 32768
58507, 32904
58508, 32768
58509, 32932
58510, 32768
58511, 32935
58512, 32768
58513, 32920
58514, 32768
58515, 32944
58516, 32768
58517, 32920
58518, 32768
58519, 32953
58520, 32768
58521, 32945
58522, 32768
58523, 32958
58524, 32768
58525, 32946
58526, 32768
58527, 32937
58528, 32768
58529, 32946
58530, 32768
58531, 32952
58532, 32768
58533, 32949
58534, 32768
58535, 32966
58536, 32768
58537, 32932
58538, 32768
58539, 32933
58540, 32768
58541, 32942
58542, 32768
58543, 32935
58544, 32768
58545, 32942
58546, 32768
58547, 32935
58548, 32768
58549, 32950
58550, 32768
58551, 32926
58552, 32768
58553, 32934
58554, 32768
58555, 32953
58556, 32768
58557, 32956
58558, 32768
58559, 32936
58560, 32768
58561, 32921
58562, 32768
58563, 32956
58564, 32768
58565, 32927
58566, 32768
58567, 32911
58568, 32768
58569, 32931
58570, 32768
58571, 32875
58572, 32768
58573, 32907
58574, 32768
58575, 32917
58576, 32768
58577, 32905
58578, 32768
58579, 32941
58580, 32768
58581, 32904
58582, 32768
58583, 32921
58584, 32768
58585, 32954
58586, 32768
58587, 32944
58588, 32768
58589, 32938
58590, 32768
58591, 32937
58592, 32768
58593, 32932
58594, 32768
58595, 32975
58596, 32768
58597, 32954
58598, 32768
58599, 32950
58600, 32768
58601, 32974
58602, 32768
58603, 32946
58604, 32768
58605, 32953
58606, 32768
58607, 32945
58608, 32768
58609, 32963
58610, 32768
58611, 32954
58612, 32768
58613, 32927
58614, 32768
58615, 32960
58616, 32768
58617, 32963
58618, 32768
58619, 32952
58620, 32768
58621, 32941
58622, 32768
58623, 32957
58624, 32768
58625, 33013
58626, 32768
58627, 32986
58628, 32768
58629, 32990
58630, 32768
58631, 32996
58632, 32768
58633, 32986
58634, 32768
58635, 32986
58636, 32768
58637, 32958
58638, 32768
58639, 32973
58640, 32768
58641, 32960
58642, 32768
58643, 32953
58644, 32768
58645, 32959
58646, 32768
58647, 32964
58648, 32768
58649, 32952
58650, 32768
58651, 32972
58652, 32768
58653, 32975
58654, 32768
58655, 32967
58656, 32768
58657, 32965
58658, 32768
58659, 32960
58660, 32768
58661, 32976
58662, 32768
58663, 32945
58664, 32768
58665, 32960
58666, 32768
58667, 32932
58668, 32768
58669, 32941
58670, 32768
58671, 32941
58672, 32768
58673, 32944
58674, 32768
58675, 32958
58676, 32768
58677, 32942
58678, 32768
58679, 32946
58680, 32768
58681, 32961
58682, 32768
58683, 32950
58684, 32768
58685, 32944
58686, 32768
58687, 32971
58688, 32768
58689, 32931
58690, 32768
58691, 32956
58692, 32768
58693, 32960
58694, 32768
58695, 32950
58696, 32768
58697, 32950
58698, 32768
58699, 32955
58700, 32768
58701, 32974
58702, 32768
58703, 32960
58704, 32768
58705, 32980
58706, 32768
58707, 32977
58708, 32768
58709, 32970
58710, 32768
58711, 32963
58712, 32768
58713, 32963
58714, 32768
58715, 32993
58716, 32768
58717, 32969
58718, 32768
58719, 32980
58720, 32768
58721, 32982
58722, 32768
58723, 32973
58724, 32768
58725, 32999
58726, 32768
58727, 33002
58728, 32768
58729, 33000
58730, 32768
58731, 32985
58732, 32768
58733, 32989
58734, 32768
58735, 32988
58736, 32768
58737, 32988
58738, 32768
58739, 32980
58740, 32768
58741, 32972
58742, 32768
58743, 32992
58744, 32768
58745, 32967
58746, 32768
58747, 32986
58748, 32768
58749, 32995
58750, 32768
58751, 32963
58752, 32768
58753, 32978
58754, 32768
58755, 32977
58756, 32768
58757, 32987
58758, 32768
58759, 32967
58760, 32768
58761, 32982
58762, 32768
58763, 32992
58764, 32768
58765, 32967
58766, 32768
58767, 32973
58768, 32768
58769, 32972
58770, 32768
58771, 32988
58772, 32768
58773, 32976
58774, 32768
58775, 32980
58776, 32768
58777, 32985
58778, 32768
58779, 32974
58780, 32768
58781, 32975
58782, 32768
58783, 32993
58784, 32768
58785, 32986
58786, 32768
58787, 32985
58788, 32768
58789, 33020
58790, 32768
58791, 32995
58792, 32768
58793, 32987
58794, 32768
58795, 33016
58796, 32768
58797, 33009
58798, 32768
58799, 33011
58800, 32768
58801, 33021
58802, 32768
58803, 33023
58804, 32768
58805, 33042
58806, 32768
58807, 33013
58808, 32768
58809, 33024
58810, 32768
58811, 33055
58812, 32768
58813, 32998
58814, 32768
58815, 33022
58816, 32768
58817, 33032
58818, 32768
58819, 33016
58820, 32768
58821, 33041
58822, 32768
58823, 33023
58824, 32768
58825, 33050
58826, 32768
58827, 33047
58828, 32768
58829, 33053
58830, 32768
58831, 33065
58832, 32768
58833, 33049
58834, 32768
58835, 33059
58836, 32768
58837, 33040
58838, 32768
58839, 33052
58840, 32768
58841, 33018
58842, 32768
58843, 33037
58844, 32768
58845, 33040
58846, 32768
58847, 33007
58848, 32768
58849, 33017
58850, 32768
58851, 33024
58852, 32768
58853, 33010
58854, 32768
58855, 33010
58856, 32768
58857, 33032
58858, 32768
58859, 33019
58860, 32768
58861, 33012
58862, 32768
58863, 33026
58864, 32768
58865, 33007
58866, 32768
58867, 33015
58868, 32768
58869, 33019
58870, 32768
58871, 32998
58872, 32768
58873, 33027
58874, 32768
58875, 33005
58876, 32768
58877, 33025
58878, 32768
58879, 33040
58880, 32768
58881, 33161
58882, 32768
58883, 33176
58884, 32768
58885, 33157
58886, 32768
58887, 33165
58888, 32768
58889, 33158
58890, 32768
58891, 33154
58892, 32768
58893, 33148
58894, 32768
58895, 33147
58896, 32768
58897, 33152
58898, 32768
58899, 33144
58900, 32768
58901, 33138
58902, 32768
58903, 33131
58904, 32768
58905, 33140
58906, 32768
58907, 33126
58908, 32768
58909, 33134
58910, 32768
58911, 33137
58912, 32768
58913, 33133
58914, 32768
58915, 33125
58916, 32768
58917, 33128
58918, 32768
58919, 33131
58920, 32768
58921, 33124
58922, 32768
58923, 33125
58924, 32768
58925, 33113
58926, 32768
58927, 33121
58928, 32768
58929, 33101
58930, 32768
58931, 33112
58932, 32768
58933, 33096
58934, 32768
58935, 33106
58936, 32768
58937, 33100
58938, 32768
58939, 33097
58940, 32768
58941, 33109
58942, 32768
58943, 33097
58944, 32768
58945, 33131
58946, 32768
58947, 33110
58948, 32768
58949, 33110
58950, 32768
58951, 33121
58952, 32768
58953, 33103
58954, 32768
58955, 33132
58956, 32768
58957, 33107
58958, 32768
58959, 33124
58960, 32768
58961, 33121
58962, 32768
58963, 33106
58964, 32768
58965, 33132
58966, 32768
58967, 33125
58968, 32768
58969, 33133
58970, 32768
58971, 33122
58972, 32768
58973, 33153
58974, 32768
58975, 33128
58976, 32768
58977, 33137
58978, 32768
58979, 33146
58980, 32768
58981, 33138
58982, 32768
58983, 33137
58984, 32768
58985, 33136
58986, 32768
58987, 33139
58988, 32768
58989, 33127
58990, 32768
58991, 33156
58992, 32768
58993, 33124
58994, 32768
58995, 33143
58996, 32768
58997, 33122
58998, 32768
58999, 33118
59000, 32768
59001, 33131
59002, 32768
59003, 33107
59004, 32768
59005, 33131
59006, 32768
59007, 33112
59008, 32768
59009, 33122
59010, 32768
59011, 33093
59012, 32768
59013, 33121
59014, 32768
59015, 33107
59016, 32768
59017, 33098
59018, 32768
59019, 33132
59020, 32768
59021, 33099
59022, 32768
59023, 33141
59024, 32768
59025, 33092
59026, 32768
59027, 33126
59028, 32768
59029, 33110
59030, 32768
59031, 33111
59032, 32768
59033, 33120
59034, 32768
59035, 33114
59036, 32768
59037, 33123
59038, 32768
59039, 33097
59040, 32768
59041, 33138
59042, 32768
59043, 33094
59044, 32768
59045, 33139
59046, 32768
59047, 33117
59048, 32768
59049, 33120
59050, 32768
59051, 33123
59052, 32768
59053, 33116
59054, 32768
59055, 33129
59056, 32768
59057, 33102
59058, 32768
59059, 33133
59060, 32768
59061, 33111
59062, 32768
59063, 33134
59064, 32768
59065, 33114
59066, 32768
59067, 33131
59068, 32768
59069, 33130
59070, 32768
59071, 33122
59072, 32768
59073, 33142
59074, 32768
59075, 33132
59076, 32768
59077, 33135
59078, 32768
59079, 33123
59080, 32768
59081, 33147
59082, 32768
59083, 33128
59084, 32768
59085, 33137
59086, 32768
59087, 33136
59088, 32768
59089, 33130
59090, 32768
59091, 33136
59092, 32768
59093, 33118
59094, 32768
59095, 33147
59096, 32768
59097, 33114
59098, 32768
59099, 33135
59100, 32768
59101, 33130
59102, 32768
59103, 33126
59104, 32768
59105, 33141
59106, 32768
59107, 33139
59108, 32768
59109, 33158
59110, 32768
59111, 33128
59112, 32768
59113, 33163
59114, 32768
59115, 33136
59116, 32768
59117, 33158
59118, 32768
59119, 33144
59120, 32768
59121, 33143
59122, 32768
59123, 33159
59124, 32768
59125, 33125
59126, 32768
59127, 33156
59128, 32768
59129, 33137
59130, 32768
59131, 33160
59132, 32768
59133, 33136
59134, 32768
59135, 33157
59136, 32768
59137, 33197
59138, 32768
59139, 33181
59140, 32768
59141, 33182
59142, 32768
59143, 33176
59144, 32768
59145, 33170
59146, 32768
59147, 33169
59148, 32768
59149, 33152
59150, 32768
59151, 33163
59152, 32768
59153, 33142
59154, 32768
59155, 33152
59156, 32768
59157, 33136
59158, 32768
59159, 33134
59160, 32768
59161, 33133
59162, 32768
59163, 33114
59164, 32768
59165, 33125
59166, 32768
59167, 33109
59168, 32768
59169, 33124
59170, 32768
59171, 33111
59172, 32768
59173, 33112
59174, 32768
59175, 33114
59176, 32768
59177, 33106
59178, 32768
59179, 33117
59180, 32768
59181, 33114
59182, 32768
59183, 33120
59184, 32768
59185, 33115
59186, 32768
59187, 33134
59188, 32768
59189, 33121
59190, 32768
59191, 33126
59192, 32768
59193, 33142
59194, 32768
59195, 33123
59196, 32768
59197, 33151
59198, 32768
59199, 33140
59200, 32768
59201, 33157
59202, 32768
59203, 33154
59204, 32768
59205, 33163
59206, 32768
59207, 33166
59208, 32768
59209, 33162
59210, 32768
59211, 33164
59212, 32768
59213, 33157
59214, 32768
59215, 33173
59216, 32768
59217, 33154
59218, 32768
59219, 33173
59220, 32768
59221, 33157
59222, 32768
59223, 33166
59224, 32768
59225, 33153
59226, 32768
59227, 33172
59228, 32768
59229, 33154
59230, 32768
59231, 33132
59232, 32768
59233, 33168
59234, 32768
59235, 33134
59236, 32768
59237, 33137
59238, 32768
59239, 33127
59240, 32768
59241, 33139
59242, 32768
59243, 33125
59244, 32768
59245, 33113
59246, 32768
59247, 33121
59248, 32768
59249, 33114
59250, 32768
59251, 33113
59252, 32768
59253, 33104
59254, 32768
59255, 33118
59256, 32768
59257, 33090
59258, 32768
59259, 33101
59260, 32768
59261, 33104
59262, 32768
59263, 33094
59264, 32768
59265, 33098
59266, 32768
59267, 33093
59268, 32768
59269, 33096
59270, 32768
59271, 33088
59272, 32768
59273, 33100
59274, 32768
59275, 33098
59276, 32768
59277, 33096
59278, 32768
59279, 33103
59280, 32768
59281, 33105
59282, 32768
59283, 33104
59284, 32768
59285, 33103
59286, 32768
59287, 33109
59288, 32768
59289, 33120
59290, 32768
59291, 33112
59292, 32768
59293, 33123
59294, 32768
59295, 33141
59296, 32768
59297, 33128
59298, 32768
59299, 33146
59300, 32768
59301, 33150
59302, 32768
59303, 33145
59304, 32768
59305, 33150
59306, 32768
59307, 33159
59308, 32768
59309, 33159
59310, 32768
59311, 33153
59312, 32768
59313, 33166
59314, 32768
59315, 33168
59316, 32768
59317, 33173
59318, 32768
59319, 33161
59320, 32768
59321, 33175
59322, 32768
59323, 33165
59324, 32768
59325, 33166
59326, 32768
59327, 33169
59328, 32768
59329, 33172
59330, 32768
59331, 33167
59332, 32768
59333, 33144
59334, 32768
59335, 33170
59336, 32768
59337, 33159
59338, 32768
59339, 33149
59340, 32768
59341, 33145
59342, 32768
59343, 33147
59344, 32768
59345, 33139
59346, 32768
59347, 33136
59348, 32768
59349, 33139
59350, 32768
59351, 33129
59352, 32768
59353, 33127
59354, 32768
59355, 33120
59356, 32768
59357, 33133
59358, 32768
59359, 33115
59360, 32768
59361, 33120
59362, 32768
59363, 33125
59364, 32768
59365, 33114
59366, 32768
59367, 33107
59368, 32768
59369, 33105
59370, 32768
59371, 33111
59372, 32768
59373, 33094
59374, 32768
59375, 33107
59376, 32768
59377, 33102
59378, 32768
59379, 33109
59380, 32768
59381, 33098
59382, 32768
59383, 33105
59384, 32768
59385, 33110
59386, 32768
59387, 33089
59388, 32768
59389, 33113
59390, 32768
59391, 33112
59392, 32768
59393, 33107
59394, 32768
59395, 33095
59396, 32768
59397, 33096
59398, 32768
59399, 33089
59400, 32768
59401, 33095
59402, 32768
59403, 33095
59404, 32768
59405, 33090
59406, 32768
59407, 33097
59408, 32768
59409, 33089
59410, 32768
59411, 33082
59412, 32768
59413, 33084
59414, 32768
59415, 33096
59416, 32768
59417, 33077
59418, 32768
59419, 33090
59420, 32768
59421, 33088
59422, 32768
59423, 33093
59424, 32768
59425, 33084
59426, 32768
59427, 33083
59428, 32768
59429, 33092
59430, 32768
59431, 33089
59432, 32768
59433, 33094
59434, 32768
59435, 33089
59436, 32768
59437, 33099
59438, 32768
59439, 33089
59440, 32768
59441, 33095
59442, 32768
59443, 33087
59444, 32768
59445, 33089
59446, 32768
59447, 33089
59448, 32768
59449, 33086
59450, 32768
59451, 33088
59452, 32768
59453, 33084
59454, 32768
59455, 33097
59456, 32768
59457, 33088
59458, 32768
59459, 33087
59460, 32768
59461, 33092
59462, 32768
59463, 33100
59464, 32768
59465, 33098
59466, 32768
59467, 33099
59468, 32768
59469, 33102
